location,year,month,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_cases,new_cases,total_deaths,new_deaths,vaccine_types_used
Germany,2021,3,315514268,217357807.0,98158668.0,80734735.0,366537.0,2281702.0,6297.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,4,634408392,472689165.0,161729166.0,92738909.0,572724.0,2383329.0,6508.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,5,1261609754,950476312.0,315074959.0,110749970.0,299529.0,2665823.0,5592.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,6,1916095927,1247538242.0,710673951.0,111402392.0,47015.0,2698444.0,2433.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,7,2649653271,1544539170.0,1174081993.0,116067693.0,41024.0,2830894.0,783.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,8,3047547752,1647270396.0,1482431619.0,118979976.0,173691.0,2848936.0,542.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,9,3160826677,1673636530.0,1568497874.0,123056375.0,284645.0,2785127.0,1438.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,10,3415467598,1778123546.0,1697044950.0,135782969.0,370049.0,2932962.0,2091.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,11,3503798088,1758404985.0,1691159600.0,154041585.0,1239263.0,2945464.0,5615.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,2021,12,4318979587,1888597141.0,1807674592.0,205071087.0,1313609.0,3316632.0,10581.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,2021,1,655654,2265718.0,301037.0,10794651.0,45072.0,346855.0,2987.0,"Pfizer/BioNTech, Moderna"
Hungary,2021,2,2492318,10708763.0,4215391.0,10954073.0,61013.0,384874.0,2450.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V, Sinopharm/Beijing"
Hungary,2021,3,7773119,41535153.0,13225204.0,16553070.0,223834.0,543043.0,5763.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,4,23420949,83498294.0,36061069.0,21975323.0,126915.0,733442.0,6803.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V, Johnson&Johnson"
Hungary,2021,5,30589729,139639109.0,84132309.0,24673915.0,25190.0,898997.0,2193.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,6,38298119,117826812.0,94662161.0,24207963.0,3590.0,897466.0,259.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,7,53015515,77889978.0,73706727.0,25071230.0,1363.0,930343.0,34.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,8,44430129,119278302.0,115335564.0,25128946.0,2846.0,931322.0,32.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,9,46992215,128702008.0,122607439.0,24503571.0,10368.0,903405.0,132.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,10,61899833,118501426.0,113998125.0,25969172.0,40714.0,942673.0,539.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,11,53431488,132464586.0,127256190.0,29142818.0,239689.0,971527.0,3792.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Hungary,2021,12,74257192,124091558.0,118317680.0,37227269.0,153307.0,1151470.0,4665.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Ireland,2021,1,511680,2819828.0,205909.0,4945372.0,104768.0,82195.0,1070.0,"Pfizer/BioNTech, Johnson&Johnson, Moderna, Oxford/AstraZeneca"
Ireland,2021,2,1397072,5938075.0,3191309.0,5864137.0,23045.0,109821.0,1012.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,3,2755007,14533331.0,5708238.0,7065554.0,16262.0,140547.0,368.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,4,6515161,26947359.0,11253758.0,7281321.0,13016.0,144297.0,216.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,5,9683050,51662110.0,21331940.0,7927938.0,13173.0,152882.0,41.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,6,14674760,72448928.0,41106342.0,8023834.0,9888.0,148851.0,57.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,7,26488364,93561959.0,76006734.0,8804984.0,29068.0,155490.0,37.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,8,26099520,111221862.0,98523534.0,10121549.0,51471.0,156988.0,57.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,9,28382690,113514144.0,108370012.0,11122674.0,40368.0,155083.0,157.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,10,37090339,114906376.0,112883147.0,12868314.0,55662.0,165110.0,187.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,11,31687099,116196575.0,114230704.0,15185143.0,124521.0,167105.0,216.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Ireland,2021,12,44449205,121166141.0,119363947.0,20236387.0,218444.0,180276.0,260.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,1,32724629,29516007.0,3209566.0,72917277.0,445866.0,2531790.0,14357.0,"Moderna, Pfizer/BioNTech, Johnson&Johnson, Oxford/AstraZeneca"
Italy,2021,2,89898394,54644601.0,35255184.0,76429829.0,372233.0,2622056.0,9183.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Johnson&Johnson"
Italy,2021,3,227408339,157111917.0,70300196.0,101162913.0,659634.0,3201000.0,11647.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,4,451062478,317189962.0,134111954.0,114799462.0,437754.0,3472382.0,11461.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,5,865980827,596964502.0,278662948.0,128520540.0,195168.0,3843395.0,5321.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,6,1321738042,898429885.0,456499495.0,127351195.0,42088.0,3810571.0,1438.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,7,1886416062,1134110167.0,792600103.0,132998927.0,90119.0,3962995.0,497.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,8,2298098143,1267255597.0,1074662565.0,137830596.0,189963.0,3984943.0,1158.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,9,2455626177,1323742343.0,1175350783.0,138507478.0,132364.0,3903526.0,1700.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,10,2715798162,1430225719.0,1308762524.0,146263219.0,99610.0,4077480.0,1179.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Italy,2021,11,2703311599,1408433131.0,1311988575.0,146467420.0,256582.0,3987145.0,1728.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech, Oxford/AstraZeneca"
Italy,2021,12,2978933052,1482774412.0,1377187370.0,166814321.0,1097136.0,4198388.0,3574.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech, Oxford/AstraZeneca"
Latvia,2021,1,421571,374949.0,48985.0,1678918.0,25337.0,29302.0,560.0,"Pfizer/BioNTech, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Sinopharm/Beijing"
Latvia,2021,2,1167498,737652.0,431963.0,2151827.0,19945.0,40498.0,423.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Johnson&Johnson, Sinovac"
Latvia,2021,3,3176898,2577346.0,608450.0,2937772.0,16177.0,55047.0,281.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Johnson&Johnson, Sinovac, Sinopharm/Beijing"
Latvia,2021,4,6473718,5492815.0,984079.0,3303437.0,16195.0,60787.0,232.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Latvia,2021,5,16564636,12308864.0,4444980.0,3941911.0,14641.0,70175.0,245.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Latvia,2021,6,29412798,17330315.0,13223643.0,4081207.0,4230.0,73814.0,137.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Latvia,2021,7,38334363,21240924.0,19577673.0,4281523.0,1434.0,78784.0,43.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Latvia,2021,8,43431046,24257697.0,22421703.0,4353331.0,3774.0,79501.0,22.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Latvia,2021,9,46629811,25986090.0,24104744.0,4478626.0,15654.0,79002.0,139.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,2021,10,53082152,31939053.0,28968464.0,5739036.0,60848.0,90450.0,536.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,2021,11,62020920,37067868.0,33518127.0,7202688.0,34520.0,113243.0,926.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Latvia,2021,12,71276014,40272965.0,38338826.0,8213909.0,23015.0,136581.0,391.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech, Oxford/AstraZeneca"
Liechtenstein,2021,1,1242,6916.0,0.0,75639.0,344.0,1558.0,9.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,2,6811,34348.0,10032.0,73120.0,83.0,1521.0,2.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,3,17510,95094.0,39367.0,83563.0,105.0,1732.0,1.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,4,48704,182635.0,97083.0,86406.0,268.0,1680.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,5,72530,341184.0,199092.0,95258.0,82.0,1765.0,1.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,6,113835,514587.0,337457.0,93548.0,28.0,1731.0,1.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,7,189308,634527.0,536634.0,97977.0,56.0,1798.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,8,167479,671687.0,621117.0,101819.0,204.0,1798.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,9,181011,712763.0,651096.0,105086.0,166.0,1740.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,10,241309,769362.0,730871.0,111531.0,105.0,1844.0,3.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,11,201439,765183.0,744552.0,121093.0,1016.0,1830.0,0.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Liechtenstein,2021,12,298224,805792.0,788254.0,170897.0,1453.0,2065.0,8.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Lithuania,2021,1,240685,1316076.0,171744.0,5173306.0,40588.0,73890.0,1012.0,"Pfizer/BioNTech, Moderna"
Lithuania,2021,2,705659,3038769.0,1595369.0,5336974.0,16602.0,85668.0,436.0,"Moderna, Pfizer/BioNTech, Oxford/AstraZeneca"
Lithuania,2021,3,1532158,8211166.0,3561330.0,6413345.0,16974.0,106016.0,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,4,3909782,16041939.0,6451384.0,6935557.0,31150.0,112205.0,349.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Johnson&Johnson"
Lithuania,2021,5,5532645,26894079.0,14303382.0,8176274.0,27114.0,127296.0,343.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,6,7918347,35215089.0,25068797.0,8327491.0,4386.0,130286.0,117.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,7,12114962,40651389.0,36218200.0,8678716.0,4049.0,136462.0,32.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,8,11314328,48322345.0,43054156.0,9005655.0,16007.0,138431.0,146.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,9,12448486,51307663.0,47666888.0,9396174.0,32858.0,142610.0,432.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,10,16524153,55206321.0,52441174.0,11399029.0,77032.0,167792.0,880.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,11,14148380,55277864.0,52639697.0,13310642.0,61583.0,190587.0,864.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,2021,12,19741484,58812495.0,56152552.0,15397038.0,49299.0,219127.0,650.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,1,18146,110467.0,14892.0,1506358.0,3973.0,16872.0,82.0,"Pfizer/BioNTech, Moderna"
Luxembourg,2021,2,78057,450519.0,146514.0,1482434.0,4722.0,17094.0,60.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,3,217075,1301673.0,452995.0,1807017.0,6532.0,21542.0,109.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,4,708490,2992236.0,324539.0,1934308.0,5563.0,23280.0,50.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Johnson&Johnson"
Luxembourg,2021,5,1123298,5576624.0,0.0,2135012.0,2727.0,25003.0,19.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,6,1763029,7695091.0,0.0,2112721.0,855.0,24539.0,3.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,7,3074229,11288968.0,0.0,2249994.0,3083.0,25418.0,4.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,8,2780225,11206563.0,0.0,2317984.0,1890.0,25649.0,8.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,9,2857486,12404738.0,0.0,2310622.0,2459.0,25003.0,5.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,10,3704195,12319426.0,0.0,2475951.0,3464.0,26010.0,8.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,11,3185408,13241837.0,0.0,2554104.0,7498.0,25731.0,32.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,2021,12,4616358,14151384.0,0.0,2965040.0,14585.0,27793.0,40.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,1,61066,261400.0,19341.0,476588.0,5129.0,7450.0,48.0,"Pfizer/BioNTech, Oxford/AstraZeneca, Moderna"
Malta,2021,2,247951,1047302.0,446031.0,559054.0,4579.0,8202.0,48.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Johnson&Johnson"
Malta,2021,3,639221,2840208.0,1274082.0,823697.0,6551.0,11033.0,77.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Johnson&Johnson"
Malta,2021,4,1492449,5613720.0,2439372.0,893451.0,1259.0,12166.0,21.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Johnson&Johnson"
Malta,2021,5,1930709,8724639.0,4704442.0,944429.0,243.0,12933.0,6.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,6,2529356,10283410.0,8146490.0,917530.0,88.0,12583.0,1.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,7,3665370,11794210.0,11059200.0,997617.0,3672.0,13036.0,3.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,8,3137353,12653108.0,12497512.0,1095777.0,1876.0,13380.0,18.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,9,3195114,11275866.0,11255516.0,1104365.0,978.0,13514.0,16.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,10,4177820,10243929.0,10217501.0,1160270.0,504.0,14238.0,4.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,11,3565963,13006671.0,12921258.0,1151917.0,1782.0,13902.0,7.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,2021,12,4987819,13593949.0,13462719.0,1325636.0,13038.0,14609.0,8.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,1,628289,625915.0,2430.0,28178901.0,176896.0,399171.0,2566.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,2,3779373,3214095.0,565602.0,29069896.0,110993.0,416349.0,1565.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,3,8288019,6224675.0,2064272.0,36639813.0,188081.0,500361.0,975.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,4,21608770,12067159.0,3837787.0,41859474.0,221747.0,506606.0,610.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,5,32332817,28356993.0,10343317.0,49499487.0,149857.0,541160.0,476.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,6,52412320,34722265.0,19521585.0,50298269.0,34249.0,532218.0,127.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,7,94663822,58853895.0,39522021.0,55246705.0,182142.0,552202.0,83.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,8,89475884,49880998.0,42734505.0,59215988.0,77016.0,556667.0,200.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,9,93266995,50854260.0,45623722.0,59467799.0,61445.0,544610.0,175.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,10,119331538,64769427.0,58629979.0,63886144.0,135194.0,568304.0,250.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,11,97719012,52742666.0,47848390.0,71254138.0,522039.0,567284.0,1003.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Netherlands,2021,12,135163392,53199447.0,48680737.0,91222535.0,487233.0,630325.0,1510.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,1,293390,1628813.0,115522.0,1785238.0,13399.0,15756.0,128.0,"Pfizer/BioNTech, Moderna, Oxford/AstraZeneca"
Norway,2021,2,1471166,6874633.0,2436626.0,1873818.0,8040.0,16705.0,58.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,3,3078056,15473804.0,7989806.0,2572627.0,25073.0,19951.0,51.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,4,7016486,30822180.0,9670905.0,3171867.0,16891.0,21206.0,83.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,5,9385876,48900301.0,20938377.0,3700511.0,12146.0,23980.0,27.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,6,14169650,63755751.0,41893491.0,3857167.0,6200.0,23667.0,12.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,7,24732112,99674366.0,52234817.0,4160862.0,6311.0,24697.0,5.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,8,25053519,117289304.0,74092169.0,4537873.0,22547.0,25058.0,15.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,9,30171690,121374610.0,105131354.0,5344459.0,29257.0,25105.0,47.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,10,39902613,130298421.0,115335108.0,6108770.0,17849.0,27347.0,39.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,11,33450181,127011501.0,113894592.0,7025480.0,60563.0,29248.0,155.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,2021,12,46939689,132467246.0,120847765.0,10381817.0,126416.0,36758.0,251.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,1,2636336,14282083.0,1342383.0,43986631.0,218507.0,1021601.0,8626.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,2,10045737,34711607.0,15635244.0,44741606.0,193601.0,1140187.0,6589.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,3,19612759,74286971.0,39940373.0,61090282.0,614731.0,1487529.0,9276.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,4,45892829,125204788.0,46327226.0,78591316.0,470425.0,1817472.0,14457.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,5,67854172,314595315.0,131320278.0,88232622.0,80141.0,2210036.0,6243.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,6,100900204,436568914.0,287142044.0,86322708.0,7629.0,2237645.0,1276.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,7,158355916,476705671.0,424688149.0,89320869.0,3027.0,2330636.0,240.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,8,137332357,490422383.0,473358694.0,89453978.0,5731.0,2334398.0,84.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,9,141435033,489306943.0,478773130.0,86892034.0,18401.0,2264120.0,305.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,10,183391264,380883916.0,375093676.0,91361038.0,118176.0,2361067.0,1349.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,11,154279759,512723333.0,504358980.0,97603827.0,514814.0,2391227.0,6584.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,2021,12,215519778,531661304.0,560560166.0,120216939.0,568154.0,2798438.0,13471.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,2021,1,902964,3244611.0,272337.0,17049576.0,306838.0,281499.0,5576.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Oxford/AstraZeneca, Sinovac"
Portugal,2021,2,2710231,11210754.0,5408886.0,21832473.0,84046.0,421699.0,3835.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Covaxin"
Portugal,2021,3,5581904,28345542.0,12514543.0,25249953.0,17160.0,516947.0,531.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Covaxin"
Portugal,2021,4,13699359,54709356.0,21036861.0,24884086.0,14771.0,507843.0,126.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Covaxin"
Portugal,2021,5,20061517,100875871.0,43265538.0,26115035.0,12600.0,527125.0,51.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Covaxin"
Portugal,2021,6,29789114,135007705.0,80046439.0,25847071.0,30464.0,511680.0,71.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Covaxin"
Portugal,2021,7,55238003,152048462.0,117756430.0,28649499.0,89074.0,533398.0,265.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Covaxin"
Portugal,2021,8,55126246,236172267.0,211629385.0,31154126.0,69296.0,544552.0,382.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Covaxin"
Portugal,2021,9,59556067,159027170.0,147327863.0,31722785.0,31352.0,536358.0,232.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Portugal,2021,10,76642883,35977918.0,35231491.0,33465710.0,21372.0,560451.0,182.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
Portugal,2021,11,64432745,36276458.0,44687169.0,33407248.0,56598.0,548484.0,284.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
